brand,style,colour,description,image_url,name,price,stock,size
Columbia,mens-boots,Brown,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib708817.jpg?preset=results,Men's Redmond Hiking Shoe,84.99,4,8
Timberland,mens-boots,Grey,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708513.jpg?preset=results,Men's Groveton Chukka Boot,99.99,8,12
Timberland,mens-boots,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib706293.jpg?preset=results,Men's Groveton Chukka Boot,99.99,3,9
Timberland,mens-boots,Wheat,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib706873.jpg?preset=results,Men's Groveton Chukka Boot,79.99,5,12
Skechers,mens-boots,Khaki,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib707453.jpg?preset=results,Men's Pelmo Medium/Wide Waterproof Hiking Boot,99.99,3,9
Skechers,mens-boots,Khaki,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib707454.jpg?preset=results,Men's Pelmo Medium/Wide Waterproof Hiking Boot,99.99,15,8
Timberland,mens-boots,Brown,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib706897.jpg?preset=results,Men's Groveton Chukka Boot,99.99,14,7
Timberland,mens-boots,Blé,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib708193.jpg?preset=results,Men's Chillberg Waterproof Boot,159.99,1,11
Clarks,mens-boots,Brown,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib709252.jpg?preset=results,Men's Bowman Waterproof Boot,119.99,7,8
Columbia,mens-boots,Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707136.jpg?preset=results,Men's Bugaboot Wide Waterproof Winter Boot,149.99,13,11
Skechers,mens-boots,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib708891.jpg?preset=results,Men's Blaine Orsend Boot,89.99,1,7
Timberland,mens-boots,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib709450.jpg?preset=results,Men's Tenmile Chukka Boot,139.99,4,7
Skechers,mens-boots,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib707268.jpg?preset=results,Men's Morson Medium/Wide Waterproof Memory Foam Boot,89.99,7,8
Kamik,mens-boots,Dark Brown,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib700576.jpg?preset=results,Men's Nationplus Wide Waterproof Winter Boot,109.99,15,9
Madden,mens-boots,Cognac,Modern,https://www.famousfootwear.ca//productimages/shoes_ib709189.jpg?preset=results,Men's Booster Boot,89.99,14,8
Timberland,mens-boots,Wheat,Modern,https://www.famousfootwear.ca//productimages/shoes_ib706875.jpg?preset=results,Men's Tenmile Chukka Boot,139.99,6,8
Kamik,mens-boots,Brown,Modern,https://www.famousfootwear.ca//productimages/shoes_ib700575.jpg?preset=results,Men's Nation Plus Waterproof Winter Boot,109.99,4,12
Kamik,mens-boots,Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib708804.jpg?preset=results,Men's Nation Pro Waterproof Cold Weather Boot,129.99,1,9
Kamik,mens-boots,Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib704033.jpg?preset=results,Men's Champlain 2 Cold Weather Boot,119.99,4,13
Dr. Martens,mens-boots,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708999.jpg?preset=results,Men's Hardie Slip Resistant Leather Chelsea Boot,129.99,1,11
Kamik,mens-boots,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib701564.jpg?preset=results,Men's Greenbay 4 Cold Weather Waterproof Boot,89.99,7,13
Dr. Martens,mens-boots,Brown,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707230.jpg?preset=results,Men's Cartor Lace Up Rugged Boot,99.99,15,12
Dr. Martens,mens-boots,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib708998.jpg?preset=results,Men's Tobias 8 Eye Lace Up Boot,119.99,10,9
Columbia,mens-boots,Brown,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708816.jpg?preset=results,Men's Newton Ridge Plus Waterproof Hiking Boot,119.99,5,6
Columbia,mens-boots,Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib708812.jpg?preset=results,Men's Bugaboot III XTM Waterproof Boot,169.99,7,11
Kamik,mens-boots,Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib708803.jpg?preset=results,Men's Griffon 2 Waterproof Cold Weather Boot,139.99,3,13
Timberland,mens-boots,Wheat,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib708616.jpg?preset=results,Men's Graydon Memory Foam Water Resistant Sneaker Boot,119.99,3,8
Columbia,mens-boots,Mud Brown,Modern,https://www.famousfootwear.ca//productimages/shoes_ib706238.jpg?preset=results,Men's Crestwood Waterproof Medium/Wide Hiking Boot,119.99,14,12
Timberland,mens-boots,Medium Brown,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib708617.jpg?preset=results,Men's Graydon Memory Foam Water Resistant Sneaker Boot,119.99,10,11
Columbia,mens-boots,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708813.jpg?preset=results,Men's Firecamp Waterproof Boot,129.99,11,6
Cole Haan,mens-boots,Woodbury,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib708899.jpg?preset=results,Men's Grand Tour Chukka Boot,129.99,5,8
Dockers,mens-boots,Brown,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib709203.jpg?preset=results,Men's Grant Chelsea Boot,99.98,10,13
Rockport,mens-boots,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib52950.jpg?preset=results,Men's Storm Surge Waterproof Lace Up Boot,99.98,7,9
Clarks,mens-boots,Brown,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib701397.jpg?preset=results,Men's Bushacre Chukka Boot,79.98,11,6
Deer Stags,mens-boots,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib701588.jpg?preset=results,Men's Seattle Medium/Wide Chukka Boot,39.98,15,6
Deer Stags,mens-boots,Medium Brown,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib703082.jpg?preset=results,Men's Seattle Medium/Wide Chukka Boot,39.98,11,11
Columbia,mens-boots,Mud Brown,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib700586.jpg?preset=results,Men's Birkie Trail Medium/Wide Hiking Shoe,49.98,1,9
Columbia,mens-boots,Mud Brown,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib702821.jpg?preset=results,Men's Birkie Trail Medium/Wide Hiking Shoe,49.98,12,7
Kamik,mens-boots,Chocolate Brown,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708802.jpg?preset=results,Men's Velox Mid Waterproof Winter Boot,109.98,4,7
Dr. Martens,mens-boots,Brown,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708997.jpg?preset=results,Men's Cabrillo Chukka Boot,99.98,4,7
Clarks,mens-boots,Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707500.jpg?preset=results,Men's Tilden Waterproof Lace Up Boot,59.98,5,7
Rockport,mens-boots,Brown,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib39890.jpg?preset=results,Men's Storm Surge Waterproof Lace Up Boot,99.98,1,13
Clarks,mens-boots,Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib707339.jpg?preset=results,Men's Bushacre Chukka Boot,75.98,3,6
LUGZ,mens-boots,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708906.jpg?preset=results,Men's Zeolite Slip Resistant Water Resistant Lace Up Boot,69.98,13,11
Skechers,mens-boots,Brown,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib709031.jpg?preset=results,Men's Relment Traven Outdoor Boot,99.98,1,6
Timberland,mens-boots,Brown,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708618.jpg?preset=results,Men's Sawyer Lane Waterproof Chukka Boot,119.98,8,11
Perry Ellis,mens-boots,Tan,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib90414.jpg?preset=results,Men's Hampton Memory Foam Sneaker Boot,45.98,8,11
Levi's,mens-boots,Dark Tan,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib92578.jpg?preset=results,Men's Windham Lace Up Boot,69.98,6,9
Dr. Martens,mens-boots,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib707229.jpg?preset=results,Men's Cartor Lace Up Rugged Boot,99.98,5,12
Dockers,mens-boots,Red Brown,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib707482.jpg?preset=results,Men's Therman Boot,99.98,15,7
NUNN BUSH,mens-boots,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib707910.jpg?preset=results,Men's Nantucket Water-Proof Chukka Boot,59.98,4,6
Skechers,mens-casual-shoes,Brown,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib710244.jpg?preset=results,Men's Volgo Slip On Sneaker,74.99,12,6
Converse,mens-casual-shoes,Black/Grey,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib709650.jpg?preset=results,Chuck Taylor All Star High Street High Top Sneaker,74.99,5,9
Skechers,mens-casual-shoes,Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib710232.jpg?preset=results,Men's Wasik Medium/Wide Slip On Sneaker,84.99,8,8
Skechers Work,mens-casual-shoes,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib710341.jpg?preset=results,Men's Nampa Groton Wide Slip On Slip Resistant Work Shoe,69.99,2,10
Dr. Scholl's,mens-casual-shoes,Black,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib706685.jpg?preset=results,Men's Intrepid Medium/Wide Slip Resistant Sneaker,59.99,4,9
Vans,mens-casual-shoes,White,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib705597.jpg?preset=results,Men's Ward Low Top Sneaker,69.99,1,6
Nike,mens-casual-shoes,Black/White,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708484.jpg?preset=results,Men's Air Max Motion 2 Sneaker,94.99,7,13
Dr. Scholl's,mens-casual-shoes,Grey,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib709392.jpg?preset=results,Men's Sync Oxford Shoe,79.99,6,6
Nike,mens-casual-shoes,Black,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708155.jpg?preset=results,Men's Air Max Motion 2 Sneaker,104.99,2,11
Nike,mens-casual-shoes,Black/Black/Red,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib705041.jpg?preset=results,Men's Nike SB Check Solar Canvas Skate Shoe,84.99,13,6
adidas,mens-casual-shoes,Black/White,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707573.jpg?preset=results,Men's Grand Court Sneaker,79.99,8,12
adidas,mens-casual-shoes,Black/White,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib707485.jpg?preset=results,Men's VS Hoops 2.0 High Top Sneaker,89.99,10,6
Vans,mens-casual-shoes,Checkerboard/Black/White,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib706992.jpg?preset=results,Men's Ward Low Top Sneaker,69.99,6,13
adidas,mens-casual-shoes,White/Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708305.jpg?preset=results,Men's VS Hoops 2.0 High Top Sneaker,89.99,7,6
Vans,mens-casual-shoes,Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib701240.jpg?preset=results,Men's Asher Slip On Low Top Sneaker,64.99,14,12
Converse,mens-casual-shoes,White/Grey,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib709651.jpg?preset=results,Chuck Taylor All Star High Street High Top Sneaker,64.99,5,13
Nike,mens-casual-shoes,Black/White,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708537.jpg?preset=results,Men's LD Victory Sneaker,79.99,5,13
Vans,mens-casual-shoes,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib705596.jpg?preset=results,Men's Ward High Top Sneaker,79.99,11,11
Nike,mens-casual-shoes,Black/Red,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib707340.jpg?preset=results,Men's Air Monarch IV X-Wide Walking Shoe,84.99,7,8
Dr. Scholl's,mens-casual-shoes,Tan,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib709376.jpg?preset=results,Men's Sync Oxford Shoe,79.99,2,12
Nike,mens-casual-shoes,Black/Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib703810.jpg?preset=results,Men's Tanjun Sneaker,87.99,5,8
Converse,mens-casual-shoes,Black/White,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib705631.jpg?preset=results,Chuck Taylor All Star Low Top Sneaker,59.99,14,7
Converse,mens-casual-shoes,Black/Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib705638.jpg?preset=results,Chuck Taylor All Star Hi Top Sneaker,69.99,14,10
Skechers,mens-casual-shoes,Brown/Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708250.jpg?preset=results,Men's Brant Sneaker,89.99,13,10
Dr. Scholl's Work,mens-casual-shoes,Black,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib12595.jpg?preset=results,Men's Harrington Medium/Wide Slip Resistant Work Oxford,69.99,7,13
Dr. Scholl's,mens-casual-shoes,Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib700514.jpg?preset=results,Men's Harrington Medium/Wide Slip Resistant Work Oxford,69.99,11,11
Dr. Scholl's,mens-casual-shoes,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib700516.jpg?preset=results,Men's Cambridge Medium/Wide Slip Resistant Work Shoe,59.99,11,7
Sperry,mens-casual-shoes,Sahara Tan,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib700756.jpg?preset=results,Men's Leeward Medium/Wide 2 Eye Boat Shoe,99.99,12,10
Puma,mens-casual-shoes,Black/Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib72730.jpg?preset=results,Men's Pacer Next Cage Sneaker,99.99,3,7
Nike,mens-casual-shoes,Black/Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708482.jpg?preset=results,Men's Oketo Sneaker,84.99,14,7
Vans,mens-casual-shoes,Checkerboard/Black/Red,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707574.jpg?preset=results,Men's Ward Low Top Sneaker,64.99,6,8
Vans,mens-casual-shoes,Black/White,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708497.jpg?preset=results,Men's Asher Slip On Low Top Sneaker,64.99,10,12
Vans,mens-casual-shoes,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib700415.jpg?preset=results,Men's Atwood Low Top Sneaker,69.99,6,12
Vans,mens-casual-shoes,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib705376.jpg?preset=results,Men's Ward Low Top Sneaker,69.99,8,12
Converse,mens-casual-shoes,Dark Grey/Lt Grey,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib706262.jpg?preset=results,Chuck Taylor All Star High Street High Top Sneaker,69.99,15,12
adidas,mens-casual-shoes,White/Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib709070.jpg?preset=results,Men's Questar Flow Sneaker,94.99,4,10
adidas,mens-casual-shoes,Black/White,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib708539.jpg?preset=results,Men's Hoops Low Sneaker,79.99,13,13
Nike,mens-casual-shoes,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib700163.jpg?preset=results,Men's Air Monarch IV X-Wide Walking Shoe,84.99,5,11
Nike,mens-casual-shoes,Navy/White,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib709472.jpg?preset=results,Men's Nike SB Charge Skate Shoe,84.99,12,7
adidas,mens-casual-shoes,Black/White,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib707486.jpg?preset=results,Men's Cloudfoam Adapt Slip On Sneaker,94.99,9,7
adidas,mens-casual-shoes,White/Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707572.jpg?preset=results,Men's Grand Court Sneaker,79.99,10,13
Vans,mens-casual-shoes,Black/White,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib704275.jpg?preset=results,Men's Ward High Top Sneaker,69.99,7,11
adidas,mens-casual-shoes,White/Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib709832.jpg?preset=results,Men's Cloudfoam Adapt Slip On Sneaker,94.99,5,11
Nike,mens-casual-shoes,Grey/Red,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708154.jpg?preset=results,Men's Air Max Motion 2 Sneaker,89.99,7,13
Vans,mens-casual-shoes,Black/White,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708412.jpg?preset=results,Men's Doheny Low Top Sneaker,64.99,5,13
Nike,mens-casual-shoes,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib708646.jpg?preset=results,Men's Nike SB Charge Skate Shoe,87.99,10,13
Nike,mens-casual-shoes,Black/White,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib708265.jpg?preset=results,Men's Acalme Sneaker,84.99,3,9
Vans,mens-casual-shoes,Black/White,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib708747.jpg?preset=results,Men's Doheny Low Top Sneaker,69.99,12,8
Vans,mens-casual-shoes,White,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib709492.jpg?preset=results,Men's Doheny Low Top Sneaker,69.99,7,11
Nike,mens-casual-shoes,Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib706896.jpg?preset=results,Men's Ebernon Low Top Sneaker,79.99,11,9
adidas,mens-casual-shoes,White/White,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib709035.jpg?preset=results,Men's Hoops Low Sneaker,79.99,11,10
Vans,mens-casual-shoes,Grey/Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib709772.jpg?preset=results,Men's Ward Low Top Sneaker,84.99,15,13
adidas,mens-casual-shoes,Black/Red,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib708306.jpg?preset=results,Men's VS Hoops 2.0 High Top Sneaker,94.99,5,9
Vans,mens-casual-shoes,Black/Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708363.jpg?preset=results,Men's Doheny Low Top Sneaker,64.99,6,13
adidas,mens-casual-shoes,Noir/Rouge/Blanc,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708308.jpg?preset=results,Men's Cloudfoam Lite Racer BYD Sneaker,79.99,1,10
adidas,mens-casual-shoes,Noir/Noir,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708307.jpg?preset=results,Men's Cloudfoam Lite Racer BYD Sneaker,94.99,13,7
Vans,mens-casual-shoes,Black/White,Modern,https://www.famousfootwear.ca//productimages/shoes_ib704273.jpg?preset=results,Men's Ward Low Top Sneaker,74.99,8,7
Nike,mens-casual-shoes,Grey/White,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708717.jpg?preset=results,Men's Nike SB Charge Skate Shoe,84.99,5,6
Nike,mens-casual-shoes,White/Black,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708419.jpg?preset=results,Men's Cortez Basic Leather Sneaker,89.99,5,11
Vans,mens-casual-shoes,Checkerboard/Black/White,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib706567.jpg?preset=results,Men's Asher Slip On Low Top Sneaker,59.99,6,11
adidas,mens-casual-shoes,Black/Grey,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib707667.jpg?preset=results,Men's Questar Flow Sneaker,94.99,3,10
Nike,mens-casual-shoes,White/Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib709398.jpg?preset=results,Men's Air Max Excee Sneaker,114.99,15,8
Converse,mens-casual-shoes,Black/Green,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib709647.jpg?preset=results,Chuck Taylor All Star High Street High Top Sneaker,74.99,9,7
Nike,mens-casual-shoes,Grey,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib709453.jpg?preset=results,Men's Nike SB Check Solar Canvas Skate Shoe,89.99,11,6
Nike,mens-casual-shoes,Black/White,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708418.jpg?preset=results,Men's Cortez Basic Leather Sneaker,89.99,13,8
Nike,mens-casual-shoes,Black/White,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib708645.jpg?preset=results,Men's Nike SB Charge Skate Shoe,84.99,2,9
Nike,mens-casual-shoes,White,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib707338.jpg?preset=results,Men's Air Monarch IV X-Wide Walking Shoe,84.99,7,12
Vans,mens-casual-shoes,Red/White,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708748.jpg?preset=results,Men's Doheny Low Top Sneaker,54.99,9,11
Sperry,mens-casual-shoes,Ash Grey,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib701622.jpg?preset=results,Men's Halyard Sneaker,64.99,4,9
Nike,mens-casual-shoes,Black/Gum,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708544.jpg?preset=results,Men's Nike SB Charge Skate Shoe,84.99,3,7
Nike,mens-casual-shoes,Red,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708725.jpg?preset=results,Men's Quest Running Shoe,84.99,2,6
